epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,1073.09,1.42241,1.00514,0.95141,0.40698,0.31568,0.30354,0.17108,1.39373,1.01612,0.93286,0.005347,0.005347,0.005347
96,1082.98,1.41446,1.0156,0.95223,0.39366,0.30437,0.2935,0.1657,1.40702,1.02468,0.93339,0.0052975,0.0052975,0.0052975
97,1093.69,1.42396,1.01993,0.95297,0.40394,0.30894,0.30464,0.17254,1.37768,1.00882,0.9279,0.005248,0.005248,0.005248
98,1104.14,1.41057,1.01194,0.94802,0.41257,0.30988,0.30187,0.17039,1.39018,1.01929,0.93121,0.0051985,0.0051985,0.0051985
99,1114.69,1.41031,1.00428,0.94923,0.39578,0.3143,0.29832,0.16936,1.39263,1.01607,0.92991,0.005149,0.005149,0.005149
100,1125.29,1.40899,0.99452,0.9482,0.41473,0.30027,0.29653,0.16812,1.38629,1.01898,0.92984,0.0050995,0.0050995,0.0050995
101,1135.09,1.4102,0.99722,0.95227,0.40724,0.31628,0.3055,0.17241,1.3851,1.01249,0.92978,0.00505,0.00505,0.00505
102,1146.76,1.40194,1.00199,0.94437,0.40616,0.30656,0.29788,0.16919,1.39113,1.01942,0.9298,0.0050005,0.0050005,0.0050005
103,1157.02,1.42521,1.00622,0.95128,0.41793,0.30342,0.30327,0.17306,1.38427,1.01261,0.93052,0.004951,0.004951,0.004951
104,1166.95,1.41364,1.00232,0.94842,0.41069,0.3073,0.30196,0.1711,1.38096,1.019,0.92995,0.0049015,0.0049015,0.0049015
105,1177.36,1.40426,0.99774,0.94349,0.41152,0.3115,0.30158,0.17166,1.37968,1.00729,0.9271,0.004852,0.004852,0.004852
106,1186.94,1.39509,0.99209,0.94394,0.38449,0.30912,0.29531,0.16627,1.3907,1.02338,0.93068,0.0048025,0.0048025,0.0048025
107,1196.06,1.40395,0.99948,0.94709,0.38767,0.30976,0.29471,0.1681,1.39303,1.02436,0.929,0.004753,0.004753,0.004753
